Country Name,Time,Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD],Consumer price index (2010 = 100) [FP.CPI.TOTL],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",Gini index [SI.POV.GINI],CoL_Trend
Israel,2013.0,30702.8124548348,36929.6042163752,2681.0,106.87494065141,1.5702553921126,39.9,Decreasing
Israel,2014.0,32314.1591036844,38230.4954049785,2816.0,107.387712467952,0.479786761439324,39.8,Normal
Israel,2015.0,30461.9624080949,36123.9907881129,2661.0,106.741999810084,-0.601291007162392,39.7,Decreasing
Israel,2016.0,31762.5822524842,37556.6272863143,2801.0,106.1532617985,-0.551552352993558,39.0,Normal
Israel,2017.0,34950.8149506345,40997.9110240274,3094.0,106.428639255531,0.25941497450575,38.2,Normal
Israel,2018.0,36072.4843982682,42233.2610344935,3220.0,107.273763175387,0.794075660242718,38.6,Normal
Israel,2019.0,37723.8494525074,44140.8289372511,3354.0,108.185357515905,0.84978312826417,38.3,Normal
Israel,2020.0,37501.00899771,44679.7715799755,3637.0,107.520653309277,-0.61441235846577,37.8,Normal
Israel,2021.0,43494.5020003156,52255.6159050999,4339.0,109.144430728326,1.51020047690539,37.9,Normal
Italy,2009.0,30714.2426621819,37388.4537139699,3338.0,98.497406286648,0.774768131387381,33.8,Normal
Italy,2010.0,29613.377768772,36184.7118698678,3218.0,100.0,1.52551602118248,34.7,Normal
Italy,2011.0,31676.031766315,38851.3881339353,3392.0,102.780632728793,2.78063272879323,35.1,Normal
Italy,2012.0,28562.8191831416,35235.7989058242,3086.0,105.90656520528,3.04136333226775,35.2,Normal
Italy,2013.0,28943.5446129128,35747.707952689,3149.0,107.198618335037,1.21999342274306,34.9,Normal
Italy,2014.0,29060.8309855226,35750.7197500382,3154.0,107.457017849343,0.241047429826756,34.7,Normal
Italy,2015.0,24535.5845750224,30387.1293187854,2676.0,107.498700856028,0.038790399657973,35.4,Decreasing
Italy,2016.0,25551.4404043413,31126.3246947273,2700.0,107.397634171255,-0.09401665691575,35.2,Decreasing
Italy,2017.0,26867.8119231594,32554.14668453,2810.0,108.714901774357,1.22653316645812,35.9,Decreasing
Italy,2018.0,28897.6962840404,34746.3441392416,3003.0,109.951520340534,1.13748763600391,35.2,Normal
Italy,2019.0,28011.1654797522,33812.788724868,2911.0,110.623595648239,0.611246943765304,34.6,Normal
Italy,2020.0,26185.7825880221,32091.4866621366,3062.0,110.471258578492,-0.13770757391651,35.2,Decreasing
Italy,2021.0,29681.5571261882,36852.5425414951,3350.0,112.541250526224,1.87378325762481,34.8,Normal
Jamaica,2018.0,4932.90519927776,5578.10346083169,333.87869263,156.384563303995,3.73663882152163,35.6,Decreasing
Jamaica,2021.0,4687.72767428817,5165.33780988607,372.4513855,181.00906404486,5.86278242801063,40.2,Decreasing
Japan,2010.0,34955.3161952781,44968.156234974,4074.0,100.0,-0.728243207517779,32.1,Normal
Japan,2013.0,32389.6268303067,40898.6478964744,4358.0,100.017577781684,0.335037912184741,32.9,Normal
Jordan,2010.0,3408.73966190751,3718.46571622945,319.84109497,100.0,4.84551875852116,33.7,Decreasing
Kazakhstan,2009.0,4635.11810643916,6938.01175663001,246.0,93.109467764034,7.31607858288579,28.2,Decreasing
Kazakhstan,2010.0,5653.05788043253,8793.07589980782,244.0,100.0,7.40046356341398,28.0,Decreasing
Kazakhstan,2011.0,7013.22568097988,11287.1464926039,297.0,108.452904661768,8.452904661768,28.0,Decreasing
Kazakhstan,2012.0,7790.55170821275,12018.7966527993,369.0,114.087774540991,5.19568369035072,28.2,Decreasing
Kazakhstan,2013.0,9303.20163394536,13478.459627612,363.0,120.867826977188,5.94283871648418,27.1,Decreasing
Kazakhstan,2014.0,8650.95066544383,12427.7094576939,374.0,129.146608074122,6.84944977003349,27.0,Decreasing
Kazakhstan,2015.0,7837.74870865595,10196.1226255982,314.0,137.771387734837,6.67828585615244,26.8,Decreasing
Kazakhstan,2016.0,5573.04179333214,7475.56688689424,260.0,157.556866561297,14.3610942386247,27.2,Decreasing
Kazakhstan,2017.0,6430.94922030459,8943.08416791984,278.0,169.283293508518,7.44266321306792,27.5,Decreasing
Kazakhstan,2018.0,6378.17308245262,9472.48527327758,273.0,179.717344348262,6.16366247577751,27.8,Decreasing
Kazakhstan,2019.0,6467.85264046512,9457.12614657136,270.0,189.302678517188,5.33356098916669,28.0,Decreasing
Kazakhstan,2020.0,6516.65453099142,8781.50797787648,338.0,202.02032502464,6.71815454861464,28.7,Decreasing
Kazakhstan,2021.0,6362.63178237645,9983.60103576902,403.0,218.265731563044,8.04147134028396,29.2,Decreasing
Kenya,2015.0,1120.34172702268,1489.11959777284,71.3065033,150.189610460249,6.58215429284779,40.8,Decreasing
Kenya,2020.0,1643.94491446796,1927.66459027849,86.67868805,200.241465217838,5.40516207933392,36.2,Decreasing
Kenya,2021.0,1789.59666490958,2061.35622089594,94.67254639,212.472085832078,6.10793603659176,38.7,Decreasing
Kiribati,2019.0,2900.96263916282,1750.99750920482,177.0,100.534601842803,-1.81307995302947,27.8,Decreasing
"Korea, Rep.",2010.0,18937.4316730492,23079.2601257735,1363.56091309,100.0,2.93928652655686,32.0,Decreasing
"Korea, Rep.",2012.0,20885.063456583,25459.1689000965,1553.32824707,106.301086763559,2.18707104433314,31.6,Decreasing
"Korea, Rep.",2014.0,23855.8235209159,29252.9312377352,1880.4420166,109.057167004994,1.27477446401322,31.2,Decreasing
"Korea, Rep.",2016.0,23960.5291161577,29280.4403170048,2008.0982666,110.894650313757,0.971685739912168,35.2,Decreasing
"Korea, Rep.",2017.0,25890.4463157708,31600.7358741365,2220.56420898,113.050810827499,1.94433230786366,34.9,Decreasing
"Korea, Rep.",2018.0,27237.4030768991,33447.1562836166,2501.13964844,114.719259179216,1.47583935002645,33.7,Decreasing
"Korea, Rep.",2019.0,25831.4551500679,31902.4169048194,2605.9934082,115.158634290169,0.383000303608136,33.2,Decreasing
"Korea, Rep.",2020.0,25451.5171697547,31721.2989141857,2648.22412109,115.777367840135,0.537288023411737,32.7,Decreasing
"Korea, Rep.",2021.0,28058.8301659895,35125.5224984722,3260.44873047,118.669872413341,2.49833333333339,32.9,Normal
Kyrgyz Republic,2009.0,724.24772623578,870.198894546917,60.0,92.6202738287655,6.83656248105368,29.9,Decreasing
Kyrgyz Republic,2010.0,671.880432589619,876.954476440354,61.0,100.0,7.96772225579684,30.1,Decreasing
Kyrgyz Republic,2011.0,818.87611135694,1117.40184423062,79.0,116.63632627315,16.6363262731495,27.8,Decreasing
Kyrgyz Republic,2012.0,982.579394183284,1168.62244675446,100.0,119.865335743153,2.76844236540957,27.4,Decreasing
Kyrgyz Republic,2013.0,969.031361652723,1269.66303464348,105.0,127.792931811437,6.61375202358082,28.8,Decreasing
Kyrgyz Republic,2014.0,968.74400656319,1264.52679529608,95.0,137.421167323168,7.5342472977589,26.8,Decreasing
Kyrgyz Republic,2015.0,837.565299413662,1105.65202996955,81.0,146.358103369357,6.50331838993384,29.0,Decreasing
Kyrgyz Republic,2016.0,872.442161375063,1103.27498361324,73.0,146.927199725867,0.388838296895799,26.8,Decreasing
Kyrgyz Republic,2017.0,942.903274275993,1221.39056490366,78.0,151.592593591367,3.1753098637994,27.3,Decreasing
Kyrgyz Republic,2018.0,1050.33162895603,1283.52040333083,67.0,153.931154097371,1.54266145238436,27.7,Decreasing
Kyrgyz Republic,2019.0,974.762407343601,1421.99927504102,63.0,155.676152413544,1.13362257718804,29.7,Decreasing
Kyrgyz Republic,2020.0,910.155513591391,1229.51775742135,64.0,165.523327506819,6.32542296338078,29.0,Decreasing
Kyrgyz Republic,2021.0,870.465985962881,1349.99730650542,73.0,185.228945555436,11.9050398185147,28.8,Decreasing
Lao PDR,2012.0,1153.61069222268,1563.5650771337,32.51623917,112.146185398532,4.2551267783209,36.0,Decreasing
Lao PDR,2018.0,1953.82415189024,2545.1075420815,57.35622025,131.497493121168,2.04039266890201,38.8,Decreasing
Latvia,2009.0,10284.5689006235,11996.0322729773,745.0,101.096529301156,3.53410672858944,35.9,Decreasing
Latvia,2010.0,8646.37710830057,11188.4191700977,689.0,100.0,-1.08463595015162,35.0,Decreasing
Latvia,2011.0,9962.77989268372,12902.574053337,765.0,104.370735599392,4.3707355993922,35.8,Decreasing
Latvia,2012.0,10297.666032066,13329.3499931271,746.0,106.727206841374,2.25778924374595,35.2,Decreasing
Latvia,2013.0,11293.1521001313,14484.4715282133,807.0,106.695770579258,-0.029454778257922,35.5,Decreasing
Latvia,2014.0,11936.7588595393,15185.814581236,857.0,107.357807845492,0.620490636732421,35.1,Decreasing
Latvia,2015.0,10454.8516617486,13321.9753140616,776.0,107.544870498588,0.174242243625186,34.2,Decreasing
Latvia,2016.0,11023.2190602323,13838.5266823272,875.0,107.69611443606,0.140633334505327,34.3,Decreasing
Latvia,2017.0,12167.3661329662,15132.4958333982,933.0,110.852001659202,2.93036312374665,35.6,Decreasing
Latvia,2018.0,13751.5691915975,17252.1710428626,1101.0,113.661494917447,2.53445424186598,35.1,Decreasing
Latvia,2019.0,13837.831744773,17294.9751600969,1183.0,116.856984643273,2.81140920075615,34.5,Decreasing
Latvia,2020.0,14147.461265097,17564.2321549354,1313.0,117.112977285484,0.219064904842156,35.7,Decreasing
Latvia,2021.0,16238.8897578519,20262.8433862451,1898.0,120.949398596532,3.27582937431156,34.3,Decreasing
Lebanon,2011.0,6367.03041950581,7834.96257108993,647.17022705,104.971485716924,4.97148571692384,31.8,Decreasing
Lesotho,2017.0,1004.31863018101,1069.36673247542,115.20778656,141.450902126157,4.447699373763,44.9,Decreasing
Liberia,2014.0,347.800595664606,706.714490064507,59.98974228,136.976961508543,9.86111285574904,33.2,Decreasing
Liberia,2016.0,372.013504554038,714.613063145659,68.4992981,160.629437395093,8.83424868336488,35.3,Decreasing
Lithuania,2009.0,10330.1190945442,11854.3711053096,865.0,98.6979630285178,4.45304456518535,37.2,Decreasing
Lithuania,2010.0,10178.3649192088,11829.122609457,805.0,99.9999999999999,1.31921362055463,33.6,Decreasing
Lithuania,2011.0,12036.5804236327,14261.8433787325,925.0,104.130275626451,4.13027562645085,32.5,Decreasing
Lithuania,2012.0,12013.3953740293,14294.7178607152,897.0,107.347883202239,3.08998277055417,35.1,Decreasing
Lithuania,2013.0,13291.9522450209,15655.3513307327,959.0,108.472330133615,1.04747937065344,35.3,Decreasing
Lithuania,2014.0,14168.3978668269,16473.5678231709,1021.0,108.584878864148,0.103758009433708,37.7,Decreasing
Lithuania,2015.0,11842.9327409943,14300.2553666736,920.0,107.624882767344,-0.884097405500596,37.4,Decreasing
Lithuania,2016.0,12474.1454273616,14981.6208126311,989.0,108.599453068237,0.905525075460342,38.4,Decreasing
Lithuania,2017.0,14132.8829939697,16884.7100319318,1083.0,112.642489751195,3.72288862303707,37.3,Decreasing
Lithuania,2018.0,16199.3951393794,19368.5391045353,1249.0,115.681502787888,2.69792779208394,35.7,Decreasing
Lithuania,2019.0,16457.0957345645,19727.7607453736,1370.0,118.382098321258,2.33450937988027,35.3,Decreasing
Lithuania,2020.0,17108.3106634225,20541.824988603,1520.0,119.802558548614,1.19989444983569,36.0,Decreasing
Lithuania,2021.0,19957.147930238,23934.728489916,1859.0,125.413564341792,4.68354420903453,36.7,Decreasing
Luxembourg,2009.0,57334.1841328838,109419.746953106,7671.0,97.7768677768678,0.368041997888887,31.2,Normal
Luxembourg,2010.0,63207.6945814129,110885.991378721,7460.0,100.0,2.2736791162154,30.5,Normal
Luxembourg,2011.0,68844.4016541267,119025.057203467,7175.0,103.410683410683,3.41068341068342,32.1,Normal
Luxembourg,2012.0,73525.2286013216,112584.676270958,6029.0,106.164346164346,2.66284165508021,34.3,Normal
Luxembourg,2013.0,72403.40850548,120000.140729859,6357.0,108.005278005278,1.73403963519162,32.0,Normal
Luxembourg,2014.0,75837.9784838629,123678.702143275,6547.0,108.684138684139,0.628543985440717,31.2,Normal
Luxembourg,2015.0,55729.1041568576,105462.012584423,5422.0,109.200109200109,0.474743161437779,32.9,Normal
Luxembourg,2016.0,58461.7998856095,106899.293549552,5475.0,109.517699517699,0.290833333333317,31.7,Normal
Luxembourg,2017.0,66052.6380531479,110193.213797228,5713.0,111.413231413231,1.73079959118887,34.5,Normal
Luxembourg,2018.0,69498.2737643053,116786.511654677,6227.0,113.115843115843,1.5281952430738,35.4,Normal
Luxembourg,2019.0,62146.077047776,112726.439672814,6222.0,115.087815087815,1.74332075653848,34.2,Normal
Luxembourg,2020.0,66535.3895480755,116905.370396853,6786.0,116.031486031486,0.819957302127036,33.4,Normal
Luxembourg,2021.0,77781.175704672,133711.794435985,7636.0,118.963508963509,2.52692009066166,32.7,Normal
Madagascar,2010.0,364.280048701654,450.009391645726,21.57974052,100.0,9.24732173644116,42.4,Decreasing
Madagascar,2012.0,389.392968452254,493.511162904211,19.71853828,115.738202430759,5.71384434191053,42.6,Decreasing
Malawi,2010.0,370.33290916919,683.1246947168,34.2412796,100.0,7.41159092883827,45.5,Decreasing
Malawi,2016.0,251.675137390951,450.506105510719,34.32816696,305.031174499811,21.7111132136499,44.7,Rising
Malawi,2019.0,512.398439006433,580.889816066776,41.78248596,418.344325525805,9.3708360560567,38.5,Rising
Malaysia,2011.0,7517.54402962828,10217.1068585031,343.19876099,103.174470921513,3.1744709215131,43.9,Decreasing
Malaysia,2013.0,7818.13148748776,10713.6407638899,382.19186401,107.098816863856,2.10501231233612,41.3,Decreasing
Malaysia,2015.0,7018.84864877879,9648.6797937523,370.71954346,112.789535077487,2.10438980238359,41.1,Decreasing
Malaysia,2018.0,7668.78246104385,10901.8019954421,416.32000732,120.663222796201,0.884709160571235,41.2,Decreasing
Malaysia,2021.0,7704.95361176673,10903.1116425938,487.00881958,123.05449091818,2.47710241465447,40.7,Decreasing
Maldives,2009.0,5318.0672581879,6734.03165601895,678.0,94.2064135573861,4.53017659132801,38.4,Decreasing
Maldives,2016.0,7962.51456940946,9947.80744731739,993.0,132.706370144271,0.502509413611612,31.3,Decreasing
Maldives,2019.0,9068.84887754588,11740.2724029785,852.0,136.563174927495,0.220029731065383,29.3,Decreasing
Mali,2009.0,550.127382162645,662.883388148082,35.57579422,98.9032354109295,2.46375188572299,33.0,Decreasing
Mali,2018.0,717.532831793604,835.086710561793,31.96352005,110.559450578237,0.299546507387934,36.0,Decreasing
Mali,2021.0,647.836401838067,862.467400106111,40.1202507,113.489249057224,3.92560283104276,35.7,Decreasing
Mauritania,2014.0,1434.13781300389,1713.00865264234,59.37288666,119.525611071366,3.53436856147324,32.6,Decreasing
Mauritania,2019.0,1633.70246797287,1767.072710621,60.7460022,135.018896797734,2.30009262117937,32.0,Decreasing
Mauritius,2012.0,7767.90349332929,9291.23627601053,387.2303772,110.625909752547,3.85216033315973,38.5,Decreasing
Mauritius,2017.0,9572.13645813168,10841.6847754844,594.62731934,125.357593401261,3.66699702675916,36.8,Decreasing
Mexico,2010.0,7366.4535116167,9728.80078377082,539.26550293,100.0,4.15672722680174,47.7,Decreasing
Mexico,2012.0,7902.19300156704,10744.1335242686,587.82843018,107.658982747635,4.11150981070289,49.6,Decreasing
Mexico,2014.0,8590.45619553549,11391.3773497683,615.10314941,116.247985177591,4.01861608078679,48.9,Decreasing
Mexico,2016.0,6958.92736281275,9097.92397674769,492.87399292,122.780095507214,2.8217078474766,46.9,Decreasing
Mexico,2018.0,7618.07875434393,10084.7937562021,530.64782715,136.57664871233,4.89935015356551,46.0,Decreasing
Mexico,2020.0,6535.72718632288,8841.27075003163,538.51751709,146.350487735058,3.39683415570006,44.6,Decreasing
"Micronesia, Fed. Sts.",2013.0,2979.5800055804,2933.88333441237,353.22512817,112.289969066139,1.75232737350762,40.1,Decreasing
Moldova,2009.0,1737.65385855233,1898.43975710988,209.0,93.037232288028,-0.062718596710879,32.9,Decreasing
Moldova,2010.0,2325.87244085878,2436.79935102421,198.0,100.0,7.48385086350852,32.1,Decreasing
Moldova,2011.0,2846.27375250182,2941.36224066021,215.0,107.687251033562,7.6872510335618,30.6,Decreasing
Moldova,2012.0,3043.2465579593,3044.8084324815,224.0,112.583073435548,4.54633427355293,29.2,Decreasing
Moldova,2013.0,3304.0594084603,3321.04397795719,232.0,117.759506896909,4.59787897363127,28.5,Decreasing
Moldova,2014.0,3280.62100891156,3289.95758568777,231.0,123.752035663224,5.08878554625879,26.8,Decreasing
Moldova,2015.0,2491.67513584521,2749.55137054338,186.0,135.726580048525,9.6762403310186,27.0,Decreasing
Moldova,2016.0,2721.02930223246,2847.08794770479,171.0,144.357852642313,6.35930898037932,26.3,Decreasing
Moldova,2017.0,3335.53683701674,3453.26727720294,244.0,153.842495547244,6.57022997455605,25.9,Decreasing
Moldova,2018.0,3942.50613533012,4156.44981956646,276.0,158.527082570638,3.04505397337071,25.7,Decreasing
Moldova,2019.0,4190.86522108805,4405.33418162155,284.0,166.196279636921,4.83778351428728,26.0,Decreasing
Moldova,2021.0,4753.25524379629,5274.60582195352,410.0,181.261454671574,5.10641129002841,25.7,Decreasing
Mongolia,2010.0,1848.61645493195,2625.21881402433,99.48032379,100.0,10.0462065881651,33.1,Decreasing
Mongolia,2011.0,2568.1854928301,3736.04201455077,136.04824829,108.411214953271,8.411214953271,33.9,Decreasing
Mongolia,2012.0,3304.77802289322,4328.89001905655,169.84095764,123.946905052147,14.3303348325837,33.8,Decreasing
Mongolia,2014.0,3154.45141003871,4126.23975800524,177.31834412,153.731545442232,12.253980812976,32.0,Decreasing
Mongolia,2016.0,2648.59421821437,3619.90026383792,169.03985596,163.74102668292,0.733272227314397,32.3,Decreasing
Mongolia,2018.0,2878.38718097892,4107.64288528468,188.86265564,182.438973559454,6.82424790145522,32.7,Decreasing
Montenegro,2012.0,5887.14430428486,6586.39970256684,536.0,107.738407324783,4.14524724981119,41.2,Decreasing
Montenegro,2013.0,6424.36317807977,7188.86361611271,596.0,110.11500096703,2.20589268141178,39.0,Decreasing
Montenegro,2014.0,6523.4129000537,7387.87296917548,579.0,109.332618412118,-0.710514051710227,38.8,Decreasing
Montenegro,2015.0,5880.51349602045,6517.19267514764,577.0,111.025843470093,1.54869158222486,39.0,Decreasing
Montenegro,2016.0,6166.84041400639,7033.43962398373,596.0,110.724535958828,-0.271385023385176,38.5,Decreasing
Montenegro,2017.0,7028.30422285618,7803.35824465203,612.0,113.360041214069,2.3802359905313,36.9,Decreasing
Montenegro,2018.0,7834.48726907976,8850.3749248372,727.0,116.320125570259,2.611223782638,36.8,Decreasing
Montenegro,2019.0,7878.67956660806,8909.6538759126,732.0,116.740696925397,0.361563704540767,35.7,Decreasing
Montenegro,2020.0,6828.85586519395,7677.37132106817,866.0,116.442242679664,-0.255655699848551,35.4,Decreasing
Montenegro,2021.0,8483.01598085187,9465.96153027794,985.0,119.249434576437,2.41080198403165,34.3,Decreasing
Morocco,2013.0,2790.13330078125,3379.7431640625,179.73484802,104.127857197756,1.88065466724086,39.5,Decreasing
Mozambique,2014.0,558.593524280928,697.142680444123,43.08488846,121.964207535538,2.55974875844295,54.0,Decreasing
Mozambique,2019.0,395.08234998108,519.09255091362,40.41284943,182.353092070672,2.80270307928106,50.3,Decreasing
Myanmar,2015.0,1071.21059757729,1166.73305546288,63.0,129.322671760608,9.45417189526018,38.1,Decreasing
Myanmar,2017.0,1028.96931233028,1272.82241830603,59.0,144.606264199701,4.5725365531752,30.7,Decreasing
Namibia,2009.0,3619.70831988494,4302.91374148376,386.20196533,95.3516819062337,9.45172651521705,61.0,Decreasing
Namibia,2015.0,4166.630807519,4774.10650865775,495.62979126,128.903512292969,3.39401538410559,59.1,Decreasing
Nepal,2010.0,561.051062266026,585.278491984574,30.0,100.0,9.32650410745394,32.8,Decreasing
Netherlands,2009.0,41457.6313790763,53172.0261581418,5283.0,98.7407535461799,1.1897768702155,27.9,Normal
Netherlands,2010.0,41485.0726901309,51305.7338533973,5192.0,100.0,1.27530569556683,27.8,Normal
Netherlands,2011.0,44453.5741881967,54701.7728030611,5562.0,102.341070177514,2.34107017751373,27.8,Normal
Netherlands,2012.0,40527.2150841315,50473.9442002689,5285.0,104.854103924227,2.45554765291604,27.6,Normal
Netherlands,2013.0,42399.3139489119,52602.2860520766,5533.0,107.482689910561,2.50689852657885,28.1,Normal
Netherlands,2014.0,43058.0804561337,53457.2234864322,5602.0,108.531758668693,0.976035079699679,28.6,Normal
Netherlands,2015.0,36999.5324402407,45793.8135434697,4677.0,109.183218539311,0.600248147278776,28.2,Normal
Netherlands,2016.0,37170.1437638577,46808.5291492503,4644.0,109.528965398018,0.316666666666743,28.2,Normal
Netherlands,2017.0,40003.3018192981,49513.6817346384,4935.0,111.042062834942,1.38145871407206,28.5,Normal
Netherlands,2018.0,43940.0423962751,53955.0770024266,5331.0,112.933662096136,1.7034979474447,28.1,Normal
Netherlands,2019.0,42706.659125801,53554.9007491475,5341.0,115.907994941178,2.63369910249601,29.2,Normal
Netherlands,2020.0,41293.7573744594,53467.9277413737,5858.0,117.382878251613,1.27246037789161,26.0,Normal
Netherlands,2021.0,46419.7071212119,60141.9880911492,6539.0,120.523715504927,2.67572008805385,25.7,Normal
Nicaragua,2009.0,1310.42026773488,1467.08019633408,110.52922058,94.8270567410376,3.68700160498797,43.9,Decreasing
Nicaragua,2014.0,1715.00707149603,1958.36966453366,152.6446991,131.61641766895,6.03596861798425,46.2,Decreasing
Niger,2011.0,533.882056882218,510.75956176268,24.68768311,102.942385140133,2.94238514013311,31.5,Decreasing
Niger,2014.0,565.399597127562,565.30989731175,24.89271736,104.802334182625,-0.930287259984466,34.3,Decreasing
Niger,2018.0,587.801037490527,578.568035680892,30.08619118,112.115120867278,2.96760366004456,37.3,Decreasing
Niger,2021.0,592.226305032507,608.722439593808,34.34204865,116.809397403471,3.83786802840501,32.9,Decreasing
Nigeria,2010.0,1760.84070266462,2202.25672957344,75.58924866,100.0,13.7400521363694,35.7,Decreasing
Nigeria,2012.0,2108.57001929312,2633.19734671361,91.06047821,124.373791623613,12.2242413020583,35.5,Decreasing
Nigeria,2015.0,2241.01208942365,2585.73360671797,96.28328705,158.934846393837,9.00943498007699,35.9,Decreasing
Nigeria,2018.0,1700.06182330317,2057.87944554011,65.70272064,240.138364526616,12.0951065173432,35.1,Decreasing
North Macedonia,2009.0,3773.97627797876,4799.78722768888,294.0,98.5124858744182,-0.739633963061153,42.8,Decreasing
North Macedonia,2010.0,3749.38274347599,4833.36586759968,302.0,100.0,1.50997522027621,40.1,Decreasing
North Macedonia,2011.0,4253.98686032484,5416.86672931659,326.0,103.904754220697,3.9047542206973,39.4,Decreasing
North Macedonia,2012.0,3928.31313419145,5049.8265386157,307.0,107.350293711187,3.31605566687647,38.1,Decreasing
North Macedonia,2013.0,4434.57199520252,5626.26115664894,346.0,110.34,2.78500056726118,36.2,Decreasing
North Macedonia,2014.0,4702.59729451752,5925.38592218015,339.0,110.029166666667,-0.281705032928494,35.2,Decreasing
North Macedonia,2015.0,4157.52533377125,5262.68671928674,303.0,109.699166666666,-0.299920475631552,35.6,Decreasing
North Macedonia,2016.0,4408.87769870395,5598.48622617967,323.0,109.436666666667,-0.23929078768441,34.5,Decreasing
North Macedonia,2017.0,4764.05860086253,5955.2973863451,345.0,110.915833333333,1.35161889677442,34.2,Decreasing
North Macedonia,2018.0,5322.63859360292,6713.98925398989,387.0,112.533333333333,1.45831298507117,33.0,Decreasing
North Macedonia,2019.0,5290.93843273119,6718.85826635458,421.0,113.395833333333,0.766439573459716,33.5,Decreasing
Norway,2009.0,62013.7876489507,80347.5700665184,7302.0,97.6382227852683,2.19738586853574,26.2,Normal
Norway,2010.0,69298.7699030136,88163.2085931423,7860.0,100.0,2.41890639481001,25.7,Normal
Norway,2011.0,77792.2462862535,101221.813476644,8900.0,101.284951588092,1.28495158809152,25.3,Normal
Norway,2012.0,79207.1416976655,102175.919298374,8970.0,101.990770066057,0.696864111498362,25.7,Normal
Norway,2013.0,81275.5747020368,103553.840134417,9241.0,104.153470274183,2.12048620353112,26.4,Normal
Norway,2014.0,78188.0489406389,97666.6951838749,9118.0,106.279974662926,2.04170286707211,26.8,Normal
Norway,2015.0,61241.2873348176,74809.9658049898,7566.0,108.587458148584,2.17113665389527,27.5,Normal
Norway,2016.0,58475.3238826672,70867.3609970749,7497.0,112.442312912858,3.54999999999998,28.5,Normal
Norway,2017.0,61772.5777083249,76131.8384032764,7816.0,114.55071939191,1.87510059552554,27.0,Normal
Norway,2018.0,66488.2633815305,82792.8427113305,8272.0,117.71785358791,2.76483134528788,27.6,Normal
Norway,2019.0,60649.0231328457,76430.5889473339,8007.0,120.269658854402,2.16773003305402,27.7,Normal
Pakistan,2010.0,808.530052654789,987.304571124485,24.20984077,100.0,12.9388705634889,28.8,Decreasing
Pakistan,2011.0,963.19579623472,1131.73513834324,25.67299652,111.916092711628,11.9160927116277,29.7,Decreasing
Pakistan,2013.0,1009.86324830257,1225.4340119198,28.99807739,132.194493659787,7.69215611899565,29.5,Decreasing
Pakistan,2015.0,1159.44604624541,1380.47020838317,35.0121994,145.282482630176,2.52932817254229,31.3,Decreasing
Pakistan,2018.0,1461.09407960902,1569.33814626355,41.40914154,164.879393855103,5.07805725868917,29.6,Decreasing
Panama,2009.0,6786.05639728721,7796.92617035048,551.58728027,96.6264902397485,2.409053040822,51.8,Decreasing
Panama,2010.0,7005.91671163324,8331.46421351868,608.2467041,100.0,3.491288726188,51.6,Decreasing
Panama,2011.0,8341.95848013868,9662.29592216607,665.84649658,105.875802436788,5.8758024367877,51.3,Decreasing
Panama,2012.0,9459.13418786686,11064.8063606203,725.86376953,111.908816978907,5.69819959165992,51.7,Decreasing
Panama,2013.0,10512.5821821334,12273.3225037637,806.58551025,116.415563998428,4.0271599157106,51.5,Decreasing
Panama,2014.0,11008.5108731898,13213.1989637473,920.07659912,119.473250218224,2.62652699929151,50.5,Decreasing
Panama,2015.0,11973.1556452766,14082.6548502728,982.79394531,119.63751644926,0.137492058461504,50.8,Decreasing
Panama,2016.0,12431.7781078021,14832.3611608191,1057.40661621,120.522515865459,0.739734025300033,50.4,Decreasing
Panama,2017.0,13233.7506270863,15694.6297454295,1127.68896484,121.577794043312,0.875585918759878,49.9,Decreasing
Panama,2018.0,13209.4486845174,16151.3273478476,1228.07336426,122.503704212582,0.761578359399944,49.2,Decreasing
Panama,2019.0,13335.6378875892,16477.9066285687,1340.13781738,122.068713378771,-0.355083821021245,49.8,Decreasing
Panama,2021.0,11846.9473169223,15509.8069109784,1415.24499512,122.136031309897,1.63070337301898,50.9,Decreasing
Papua New Guinea,2009.0,1125.83357820573,1568.83193368607,36.77980042,94.3275122920047,6.91832532601224,41.9,Decreasing
Paraguay,2009.0,3312.79009929871,3941.84815479271,216.58901978,95.5555555555556,2.59194673430567,49.1,Decreasing
Paraguay,2010.0,3993.94226819038,4750.96273669322,257.05856323,100.0,4.65116279069765,51.0,Decreasing
Paraguay,2011.0,4950.51271886429,5805.40154543044,336.1187439,108.253968253968,8.2539682539683,52.3,Decreasing
Paraguay,2012.0,4767.95115990238,5642.1699167298,367.14849854,112.233296419343,3.67591897974496,47.6,Decreasing
Paraguay,2013.0,5541.7893174186,6435.68342733182,390.28686523,115.245478036176,2.68385738718582,47.9,Decreasing
Paraguay,2014.0,5817.49563275226,6652.25478942291,439.34469604,121.040974529347,5.02882767456766,50.7,Decreasing
Paraguay,2015.0,5169.88318992633,5879.33792308671,392.22418213,124.828349944629,3.12900274473925,47.6,Decreasing
Paraguay,2016.0,5108.91034408961,5775.1596339946,384.44702148,129.929863418236,4.08682280577241,47.9,Decreasing
