Country Name,Time,Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD],GDP per capita (current US$) [NY.GDP.PCAP.CD],Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD],Consumer price index (2010 = 100) [FP.CPI.TOTL],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",Gini index [SI.POV.GINI],CoL_Trend
Czechia,2016.0,13479.6391827838,18753.9686718096,1384.66357422,108.215373588963,0.683504209385703,25.4,Decreasing
Czechia,2017.0,15315.2521119873,20913.197632212,1525.34790039,110.867228095323,2.4505339846014,24.9,Decreasing
Czechia,2018.0,17451.2006678758,23705.9329811299,1753.19897461,113.250313563877,2.14949494949493,25.0,Decreasing
Czechia,2019.0,17471.6552865621,24062.7190013343,1803.05249023,116.47554201756,2.8478759591805,25.3,Decreasing
Czechia,2020.0,16844.2351079594,23472.8915454417,2119.26831055,120.157677835513,3.16129528497801,26.2,Decreasing
Czechia,2021.0,19843.782905675,27696.4619527544,2498.51660156,124.771546317864,3.83984491500146,26.2,Decreasing
Denmark,2009.0,47573.9670547052,58412.7472358513,6222.0,97.741273100616,1.30470991024337,26.7,Normal
Denmark,2010.0,48113.3360165044,58104.5445594981,6171.0,100.0,2.31092436974789,27.2,Normal
Denmark,2011.0,51361.5018162591,61809.737898222,6438.0,102.758682260513,2.7586822605125,27.3,Normal
Denmark,2012.0,48806.803024405,58443.7747103968,6168.0,105.222747968931,2.3979148566464,27.8,Normal
Denmark,2013.0,51939.826362982,61377.5940590412,6334.0,106.053030979377,0.789071780078062,28.5,Normal
Denmark,2014.0,53755.9090925814,62520.4509747011,6467.0,106.65119185787,0.56402054044954,28.4,Normal
Denmark,2015.0,45798.0298023193,53094.0133607574,5532.0,107.133291670387,0.452034153691575,28.2,Normal
Denmark,2016.0,46794.9113692132,54500.9260410217,5624.0,107.401124899563,0.250000000000031,28.2,Normal
Denmark,2017.0,49220.8039134769,57521.5514992225,5834.0,108.633157753772,1.14713216957602,28.7,Normal
Denmark,2018.0,52836.9961208992,61324.7665045565,6233.0,109.517007410053,0.813609467455631,28.2,Normal
Denmark,2019.0,50967.6115024073,59404.2663247723,6059.0,110.347290420498,0.75813157251162,27.7,Normal
Denmark,2020.0,52242.0313679839,60985.4885601514,6442.0,110.811534684403,0.420711974110115,27.5,Normal
Denmark,2021.0,58796.3599323691,69727.9873677012,7382.0,112.864922774752,1.8530454398968,28.3,Normal
Djibouti,2012.0,1155.78841770139,1400.19357858954,65.69985962,108.98904779208,3.73120950756887,45.1,Decreasing
Djibouti,2013.0,1611.21861268565,2074.29668941495,61.38714981,111.938326769089,2.70603242872182,44.1,Decreasing
Djibouti,2017.0,2103.25564596041,2618.95521147369,65.55883026,116.215753245397,0.568112117084804,41.6,Decreasing
Dominican Republic,2009.0,4595.06567654959,4977.79884445929,238.2713623,94.04689529053,1.44215131834353,48.9,Decreasing
Dominican Republic,2010.0,5047.56073508055,5484.64637931191,271.26663208,100.0,6.32993220146146,47.3,Decreasing
Dominican Republic,2011.0,5351.05589654478,5834.70590719826,295.19439697,105.796768092065,5.79676809206533,47.7,Decreasing
Dominican Republic,2012.0,5518.65385737283,6025.72582713231,305.4364624,109.705426598742,3.69449707884777,46.1,Decreasing
Dominican Republic,2013.0,5537.42827663028,6149.02748927076,303.37979126,115.005241966313,4.830950967408,47.7,Decreasing
Dominican Republic,2014.0,5851.7988698244,6512.50771431953,313.45751953,118.45383775457,2.99864226125219,44.3,Decreasing
Dominican Republic,2015.0,6214.21529030718,6819.93225155181,322.94607544,119.444995914537,0.836746346724557,45.2,Decreasing
Dominican Republic,2016.0,6501.20771268986,7174.82349574,329.10879517,121.373036513831,1.61416607245223,45.7,Decreasing
Dominican Republic,2017.0,6727.57889363669,7499.69286187019,337.60925293,125.353534364345,3.27955694678546,42.2,Decreasing
Dominican Republic,2018.0,7113.34937993221,7934.98141208525,327.90109253,129.821678689518,3.56443426013508,43.7,Decreasing
Dominican Republic,2019.0,7270.19205065452,8164.22080932117,346.50790405,132.172234898705,1.81060377042959,41.9,Decreasing
Dominican Republic,2020.0,6313.75634278684,7162.29175242114,354.09362793,137.169709129879,3.78103179915517,39.6,Decreasing
Dominican Republic,2021.0,7364.09894472623,8472.47982000992,416.89974976,148.476613026712,8.24300347981809,38.5,Decreasing
Ecuador,2009.0,3303.94269559939,4053.36331139298,245.95539856,96.5676223093753,5.15996829181047,48.5,Decreasing
Ecuador,2010.0,3484.1741078187,4520.30959039763,288.67254639,100.0,3.55437734567843,48.8,Decreasing
Ecuador,2011.0,3771.61696752517,5153.6916424375,342.3848877,104.474532657958,4.4745326579584,45.9,Decreasing
Ecuador,2012.0,4196.20136237208,5634.08393191094,389.75610352,109.804532676033,5.10172180958666,46.1,Decreasing
Ecuador,2013.0,4567.57448908148,6109.29031510341,416.34295654,112.793165848571,2.72177577710371,46.9,Decreasing
Ecuador,2014.0,4809.21038059958,6405.79979300441,435.51330566,116.841560903266,3.58922016616663,45.0,Decreasing
Ecuador,2015.0,4854.42931060635,5976.1596805651,466.23751831,121.476252276892,3.96664623255358,46.0,Decreasing
Ecuador,2016.0,4784.81780095123,5917.63771271481,450.82925415,123.575683382786,1.72826463324533,45.0,Decreasing
Ecuador,2017.0,4822.27933125507,6233.32244797718,470.80328369,124.09140868848,0.417335588666825,44.7,Decreasing
Ecuador,2018.0,4668.7390005526,6303.91892523596,494.71490479,123.813315813595,-0.224103246005552,45.4,Decreasing
Ecuador,2019.0,4622.75733351035,6205.05759479761,484.36807251,124.142674729473,0.266012515466155,45.7,Decreasing
Ecuador,2020.0,4317.41062810823,5463.64509649315,471.87576294,123.721989477427,-0.338872392562139,47.3,Decreasing
Ecuador,2021.0,4420.8252862934,6075.80265725561,494.30838013,123.886850743311,0.133251386096389,45.8,Decreasing
"Egypt, Arab Rep.",2010.0,2089.409049493,2455.08194645282,107.41892242,100.0,11.2651882653185,30.2,Decreasing
"Egypt, Arab Rep.",2012.0,2551.20827626186,2996.0677072015,142.75941467,117.892445724817,7.11172943343083,28.3,Decreasing
"Egypt, Arab Rep.",2015.0,2983.27850624105,3306.98159414141,173.5194397,156.784372636979,10.370490343517,31.8,Decreasing
"Egypt, Arab Rep.",2017.0,1999.85937313913,2395.10333299491,107.98847961,231.094115427901,29.5066083940039,31.5,Rising
"Egypt, Arab Rep.",2019.0,2431.96800880199,2962.98892023003,145.31028748,288.572774376263,9.15279959324804,31.9,Rising
El Salvador,2009.0,2540.33361352611,2910.18651752011,255.38142395,98.8344104457927,1.05595029731201,45.8,Decreasing
El Salvador,2010.0,2666.64703364976,3040.07300952878,268.66708374,100.0,1.17933576873673,43.5,Decreasing
El Salvador,2011.0,2954.68864353241,3330.60049486653,293.3677063,105.128923766816,5.1289237668161,42.3,Decreasing
El Salvador,2012.0,3033.32781877227,3497.91256915509,298.72540283,106.947375362701,1.72973481581383,41.8,Decreasing
El Salvador,2013.0,3051.75709922129,3582.26694005169,321.82662964,107.75768266948,0.757669184522973,43.4,Decreasing
El Salvador,2014.0,3111.70449772027,3666.01248913873,312.86746216,108.987569242944,1.14134467538233,41.6,Decreasing
El Salvador,2015.0,3205.960986523,3790.34089108162,329.44250488,108.19045106832,-0.731384487387957,40.6,Decreasing
El Salvador,2016.0,3266.58347352019,3901.34014965811,337.27490234,108.843974500215,0.60404908699661,40.0,Decreasing
El Salvador,2017.0,3329.51805435167,4020.12671373919,335.73712158,109.945860865916,1.0123540331558,38.0,Decreasing
El Salvador,2018.0,3426.77604520589,4183.54620971358,345.05181885,111.144633577093,1.09033000581892,38.6,Decreasing
El Salvador,2019.0,3567.95755864773,4320.11671534628,377.02557373,111.228352310936,0.075324135002461,38.8,Decreasing
El Salvador,2021.0,3710.6608174124,4642.60743101342,442.21374512,114.656913864201,3.46692585313082,39.0,Decreasing
Estonia,2009.0,11532.8799394043,14712.4494217916,1006.50708008,97.1137359497047,-0.078408311280977,31.4,Decreasing
Estonia,2010.0,11282.4223358694,14663.7041018705,966.19024658,100.0,2.97204512015694,32.0,Decreasing
Estonia,2011.0,13704.931508402,17555.5455239426,1061.1628418,104.981901314536,4.9819013145361,32.5,Decreasing
Estonia,2012.0,13778.3372333754,17568.2137969714,1058.71960449,109.111259287483,3.93339987296985,32.9,Decreasing
Estonia,2013.0,15315.3884359208,19310.3874900757,1194.86206055,112.145170508668,2.78056658954988,35.1,Decreasing
Estonia,2014.0,16276.9113277591,20581.7898991695,1287.76123047,112.026100209564,-0.10617514652171,34.6,Decreasing
Estonia,2015.0,14040.886020332,17722.1557669523,1156.20275879,111.474566584111,-0.49232600654737,32.7,Decreasing
Estonia,2016.0,14872.6024166644,18666.3736521706,1226.0859375,111.640312440465,0.148684907627373,31.2,Decreasing
Estonia,2017.0,16600.9007484689,20851.5223496861,1350.12646484,115.455324823776,3.41723549488054,30.4,Decreasing
Estonia,2018.0,18854.3733079041,23618.1361254581,1553.43347168,119.422747189941,3.43632688420446,30.3,Decreasing
Estonia,2019.0,19062.7694888207,24021.2501413306,1599.3503418,122.14231282149,2.27725931243522,30.8,Decreasing
Estonia,2020.0,19133.1006498433,23933.9939421065,1789.03479004,121.599352257573,-0.44453109767983,30.7,Decreasing
Estonia,2021.0,22462.3647535878,27953.7670230126,2094.50317383,127.257572871023,4.65316673847473,31.8,Decreasing
Eswatini,2009.0,2623.20204134089,3239.7578007877,282.30490112,95.6853221296671,7.44823423445754,51.4,Decreasing
Eswatini,2016.0,2391.25675788402,3223.92004062357,227.801651,146.042210573467,7.8472745908568,54.6,Decreasing
Ethiopia,2010.0,246.243603352113,330.619412798644,16.40672684,100.0,8.14926402965082,33.2,Decreasing
Ethiopia,2015.0,478.103253544339,621.845673808133,23.53430557,207.288195981494,9.56889955968623,35.0,Decreasing
Fiji,2013.0,3969.22098577743,4572.44377544245,159.02124023,114.18324407039,2.91354193604001,36.7,Decreasing
Fiji,2019.0,4730.10107419663,5950.82868635508,253.74330139,132.297245600612,1.77310182460282,30.7,Decreasing
Finland,2009.0,38788.5606277175,47478.3495310999,4350.0,98.8297224373794,-9.17360384430342e-07,27.5,Normal
Finland,2010.0,38296.2127011865,46506.2919016566,4252.0,100.0,1.18413523154646,27.7,Normal
Finland,2011.0,41789.9558751726,51060.3242589767,4718.0,103.416807542552,3.41680754255211,27.6,Normal
Finland,2012.0,38711.3097858372,47551.6740841369,4573.0,106.321099212145,2.80833622561574,27.1,Normal
Finland,2013.0,40439.5672479945,49691.0145200739,4892.0,107.892829303649,1.4782861568881,27.2,Normal
Finland,2014.0,41149.747879756,50073.7760815871,4923.0,109.016205355146,1.04119621178439,26.8,Normal
Finland,2015.0,35093.9146397102,42560.3456767103,4128.0,108.789529224042,-0.207928839905268,27.1,Normal
Finland,2016.0,35796.9825757404,43451.2562442158,4109.0,109.177564613377,0.356684500891695,27.1,Normal
Finland,2017.0,37839.3424389457,46085.0174739036,4236.0,110.000779878603,0.754015047084346,27.4,Normal
Finland,2018.0,40864.1483685941,49654.2497035329,4522.0,111.192991413593,1.08382098409305,27.3,Normal
Finland,2019.0,39659.4052411715,48358.1807773701,4460.0,112.331712088838,1.02409392963431,27.7,Normal
Finland,2020.0,40405.3438740004,48828.6846862799,4736.0,112.658096995756,0.290554555653239,27.1,Normal
Finland,2021.0,44416.2001989398,53099.1351400148,5488.0,115.130462665656,2.19457432340007,27.7,Normal
France,2009.0,35241.3151059845,41728.0884164132,4737.578125,98.4919671294585,0.087620478157455,32.7,Normal
France,2010.0,34397.4075459986,40694.8211697025,4592.38330078,100.0,1.53112270420926,33.7,Normal
France,2011.0,37189.4419013323,43929.7840873812,4931.87792969,102.11159795175,2.11159795174994,33.3,Normal
France,2012.0,34394.6934380847,40863.5814412333,4644.59570313,104.107058016154,1.9541953161351,33.1,Normal
France,2013.0,35878.0422453967,42669.1795111893,4884.76660156,105.006246810607,0.863715497861805,32.5,Normal
France,2014.0,36234.531197758,43148.0459288416,4980.81494141,105.539425293424,0.50775882293799,32.3,Normal
France,2015.0,30908.6863304649,36702.4323733379,4201.78173828,105.579017755019,0.037514380512518,32.7,Normal
France,2016.0,31203.694850269,37024.2157133669,4256.765625,105.772580900596,0.18333486112386,31.9,Normal
France,2017.0,32666.6125618741,38687.1626407164,4410.59912109,106.864453008147,1.03228275064662,31.6,Normal
France,2018.0,34960.7407566569,41418.1766484844,4666.97998047,108.842316422953,1.85081508315502,32.4,Normal
France,2019.0,33898.51679871,40408.2848574751,4504.48486328,110.04856675289,1.10825492288294,31.2,Normal
France,2020.0,31908.0982241167,39169.8606000707,4755.44042969,110.572946910908,0.476498852725066,30.7,Normal
France,2021.0,36447.5784621026,43725.0999521245,5380.875,112.388921149413,1.64233141038385,31.5,Normal
Gabon,2017.0,4354.4875489976,6921.73373135624,193.97592163,114.252447232406,2.65192583143902,38.0,Decreasing
"Gambia, The",2010.0,631.270696960766,801.033372714536,32.81699753,100.0,5.04968075857402,43.6,Decreasing
"Gambia, The",2015.0,457.762800465928,619.536364296461,19.42744446,130.679689360556,6.8084549457961,35.9,Decreasing
"Gambia, The",2020.0,570.125289946393,720.335143352133,26.24802017,182.975555086968,5.93127636562441,38.8,Decreasing
Georgia,2009.0,2433.03723791562,2822.68939668797,275.0,93.3618083333333,1.7275146113791,38.2,Decreasing
Georgia,2010.0,2713.94009863585,3281.72930937343,290.0,100.0,7.11017897486099,39.5,Decreasing
Georgia,2011.0,3350.54534254737,4119.66818307193,317.0,108.542933333333,8.5429333333333,39.6,Decreasing
Georgia,2012.0,3765.07067504281,4530.69533409431,349.0,107.518658333333,-0.943658853270964,39.0,Decreasing
Georgia,2013.0,3904.29530194262,4712.00229382665,358.0,106.9681,-0.512058410947092,38.6,Decreasing
Georgia,2014.0,4038.98666228965,4830.33486170249,369.0,110.25075,3.06881210379543,37.6,Decreasing
Georgia,2015.0,3333.06125104763,4086.6223465965,294.0,114.664725,4.00357820695097,36.5,Decreasing
Georgia,2016.0,3259.60328349687,4143.40125686315,321.0,117.112733333333,2.13492713939121,36.6,Decreasing
Georgia,2017.0,3507.47907705378,4418.75206546679,304.0,124.180858333333,6.03531725272117,37.9,Decreasing
Georgia,2018.0,3863.88840822187,4804.0546040444,332.0,127.428491666667,2.6152447139767,36.4,Decreasing
Georgia,2019.0,3802.12660500943,4741.2832715876,309.0,133.612466666667,4.85289821696723,35.9,Decreasing
Georgia,2020.0,3499.62305327143,4300.85701291207,355.0,140.563608333333,5.2024648897534,34.5,Decreasing
Georgia,2021.0,4084.97057411529,5083.60695484577,417.0,154.011208333333,9.56691433824769,34.2,Decreasing
Germany,2009.0,34858.1248611429,42487.2137101496,4674.91943359,98.9082405759318,0.312739007368447,30.5,Normal
Germany,2010.0,34884.0347919125,42409.9356994694,4611.421875,100.0,1.1038103778926,30.2,Normal
Germany,2011.0,39563.8173328957,47646.582043143,5037.49169922,102.075172837359,2.07517283735874,30.6,Normal
Germany,2012.0,36959.9689345963,44735.5882319701,4765.67871094,104.1253413002,2.00848884782956,31.1,Normal
Germany,2013.0,38946.3130670579,47220.0102098851,5100.15234375,105.692139574571,1.50472330251876,31.5,Normal
Germany,2014.0,40356.4831200369,48971.0824722599,5309.15478516,106.650549555164,0.906794000434246,30.8,Normal
Germany,2015.0,34656.4419057496,41911.0109851054,4627.35791016,107.199187857464,0.514426137125456,31.7,Normal
Germany,2016.0,35663.6788929644,42961.0356905775,4746.87011719,107.72633665683,0.491747008445174,31.4,Normal
Germany,2017.0,37760.3396762277,45526.5999576533,5070.19580078,109.35246016194,1.50949485109628,31.3,Normal
Germany,2018.0,40854.5559716182,48874.8595028454,5511.21435547,111.246629356349,1.73216879766942,31.9,Normal
Germany,2019.0,39718.0023342505,47623.8656074829,5486.98876953,112.854877121191,1.44565976888253,31.8,Normal
Germany,2020.0,39043.0971501674,47379.765194548,5936.25146484,113.018378926344,0.144877925813982,32.4,Normal
Ghana,2012.0,1156.64709225672,1543.77524235764,83.48946381,120.891195539437,11.1863409441067,42.4,Decreasing
Ghana,2016.0,1527.72238549069,1913.18673253576,64.43041229,214.521910357024,17.4546347070868,43.5,Decreasing
Greece,2009.0,24419.4897446752,29425.4573200263,2809.05957031,95.4991361443125,1.21007269197809,33.6,Decreasing
Greece,2010.0,21641.9003584139,26653.0488008626,2564.36938477,100.0,4.71298907760388,34.1,Decreasing
Greece,2011.0,20268.8399137972,25504.7866510124,2338.91503906,103.329853233506,3.3298532335065,34.8,Decreasing
Greece,2012.0,18108.1894149515,21624.346052551,1948.24853516,104.881378839373,1.50152696177758,36.3,Decreasing
Greece,2013.0,17844.2484166576,21573.3449762805,1832.02966309,103.915138732922,-0.921269454256994,36.1,Decreasing
Greece,2014.0,17998.0235215284,21474.7257123892,1700.49438477,102.551500931586,-1.31226096405506,35.8,Decreasing
Greece,2015.0,15044.3744393706,17980.7298238137,1481.41967773,100.771321684226,-1.73588804765284,36.0,Decreasing
Greece,2016.0,14903.3049335836,17919.2426377048,1513.25915527,99.9392992576633,-0.825653978390973,35.0,Decreasing
Greece,2017.0,15546.6659974768,18631.9930129293,1509.7845459,101.05987316816,1.12125452031419,34.4,Decreasing
Greece,2018.0,16496.9358445214,19873.4015238771,1603.07788086,101.692125375109,0.62562141345364,32.9,Decreasing
Greece,2019.0,16155.1136681952,19335.3602002969,1569.02905273,101.949414101629,0.253007522038157,33.1,Decreasing
Greece,2020.0,14754.7434920818,17886.733165236,1675.11706543,100.677102178392,-1.24798355581405,33.6,Decreasing
Greece,2021.0,17262.586536424,20654.7001960815,1845.77563477,101.909213734394,1.22382501019854,32.9,Decreasing
Guatemala,2014.0,3135.78936835538,3689.14472473545,216.79504395,118.950430995715,3.4183616966296,48.3,Decreasing
Guinea,2012.0,565.453311423872,699.353377212197,23.99205208,139.788998934856,15.2262941038638,33.7,Decreasing
Guinea,2018.0,740.755665129555,933.273615633705,35.30637741,240.135129253703,9.82761701259191,29.6,Decreasing
Guinea-Bissau,2010.0,426.088498325008,600.194298540768,31.5948391,100.0,2.51785140171697,50.6,Decreasing
Guinea-Bissau,2018.0,642.731556817203,808.531613218504,58.78644943,112.440793517742,0.381324702791081,34.8,Decreasing
Guinea-Bissau,2021.0,678.036990059082,900.407780831491,68.81868744,116.559575493745,2.24248879577659,33.4,Decreasing
Haiti,2012.0,1298.95044524483,1361.39396587374,74.79749298,111.668618669326,5.01804155429246,41.1,Decreasing
Honduras,2009.0,1622.30670949468,1781.15703614674,158.53948975,95.5119957617498,5.49634273772208,51.3,Decreasing
Honduras,2010.0,1653.16221939659,1893.32722662035,163.53704834,100.0,4.69889064976226,53.1,Decreasing
Honduras,2011.0,1845.24130339683,2073.66121088074,180.58157349,106.762279573148,6.7622795731476,52.6,Decreasing
Honduras,2012.0,1860.10670067016,2126.03474686503,182.42372131,112.30984636343,5.19618615531848,53.4,Decreasing
Honduras,2013.0,1819.61874563028,2081.12843527945,175.01651001,118.107167183834,5.16189898581494,50.0,Decreasing
Honduras,2014.0,1883.32915352082,2179.88171977271,171.30480957,125.346249905396,6.12924930313022,49.9,Decreasing
Honduras,2015.0,1996.39078542217,2271.20265980349,168.92593384,129.30447286763,3.15783117980923,49.2,Decreasing
Honduras,2016.0,2012.19469966122,2307.34468351082,176.97311401,132.827518353137,2.72461223295289,49.8,Decreasing
Honduras,2017.0,2135.67964187189,2413.0076562942,168.39216614,138.053432225838,3.93436084442044,49.4,Decreasing
Honduras,2018.0,2141.66476276879,2464.64241531918,177.64666748,144.055097252706,4.34734937777528,48.9,Decreasing
Honduras,2019.0,2202.27085729598,2502.32744328073,184.03918457,150.34435782941,4.36587159819267,48.2,Decreasing
Hungary,2009.0,10131.4804575502,13077.305465178,944.0,95.3692889041566,4.21171171171171,27.0,Decreasing
Hungary,2010.0,10184.5412366471,13217.5045951108,983.0,100.0,4.85555795691956,29.4,Decreasing
Hungary,2011.0,10941.7200402543,14234.471576937,1063.0,103.929920989351,3.9299209893507,29.2,Decreasing
Hungary,2012.0,10013.3594013377,12984.8365730133,961.0,109.804190999656,5.65214517088646,30.8,Decreasing
Hungary,2013.0,10828.65171535,13715.0703590361,991.0,111.707317073171,1.73319984983101,31.5,Decreasing
Hungary,2014.0,11185.6710887273,14294.2584180751,1006.0,111.453108897286,-0.227566270988219,30.9,Decreasing
Hungary,2015.0,9983.01836832183,12717.038597002,871.0,111.384403984885,-0.061644680064167,30.4,Decreasing
Hungary,2016.0,10567.3096382154,13104.6995457458,914.0,111.824115424253,0.394769306686392,30.3,Decreasing
Hungary,2017.0,11639.4061690856,14621.2395956755,985.0,114.450017176228,2.34824281150154,30.6,Decreasing
Hungary,2018.0,13155.8337970492,16425.2050299693,1080.0,117.712126417039,2.85024792594646,29.6,Decreasing
Hungary,2019.0,13651.9604813628,16786.2136399075,1054.0,121.642047406389,3.33858635382008,30.0,Decreasing
Hungary,2020.0,12911.7890342141,16131.9540355923,1173.0,125.688766746822,3.32674385766738,29.7,Decreasing
Hungary,2021.0,14799.3838039183,18755.1023464312,1382.0,132.112676056338,5.11096534382855,29.2,Decreasing
Iceland,2011.0,32094.7202168529,47714.5922308485,3911.0,104.001026643431,4.0010266434312,26.8,Normal
Iceland,2012.0,32294.153175145,45995.5478789467,3760.0,109.394415767139,5.18589988750698,26.8,Normal
Iceland,2013.0,39104.0980931577,49804.9829978371,4069.0,113.630473015855,3.87227923748249,25.4,Normal
Iceland,2014.0,43168.2141062077,54576.7448146565,4488.0,115.953778501939,2.04461481539333,27.8,Normal
Iceland,2015.0,42267.3124700422,52951.6815110898,4270.0,117.847368154088,1.63305558181326,26.8,Normal
Iceland,2016.0,49914.1793653764,61987.9263620283,5016.0,119.847152693711,1.69692761997751,27.2,Normal
Iceland,2017.0,58236.9120484502,72010.1490316258,5945.0,121.956960656067,1.76041559180596,26.1,Normal
India,2009.0,956.186004535912,1094.94974598436,38.0,89.2941733775462,10.8823529411764,34.9,Decreasing
India,2011.0,1244.43372579878,1445.46127486037,48.0,108.911793364834,8.91179336483371,35.4,Decreasing
India,2015.0,1384.91262482343,1583.99815907985,58.0,146.790501522574,4.90697344127256,34.7,Decreasing
India,2016.0,1481.89005549439,1707.50892912243,60.0,154.054013105394,4.94821634062141,34.7,Decreasing
India,2017.0,1710.8931713233,1950.10468280866,57.0,159.18119775209,3.32817337461298,35.9,Decreasing
India,2018.0,1719.18186680299,1966.25455171679,58.0,165.451068899504,3.9388264669163,34.5,Decreasing
India,2019.0,1784.9487427604,2041.42863698585,61.0,171.621576003377,3.72950573539129,33.8,Decreasing
India,2020.0,1637.8225185659,1907.04251637669,64.0,182.988822584425,6.62343677628535,33.8,Decreasing
India,2021.0,1907.12903981633,2239.61384367482,74.0,192.378724699015,5.13140747176369,32.8,Decreasing
Indonesia,2009.0,1652.47709803457,2218.48541852977,62.98189545,95.1165236317343,4.38641555014731,33.4,Decreasing
Indonesia,2010.0,2298.91253072025,3065.68348366636,86.36213684,100.0,5.13420400767928,34.6,Decreasing
Indonesia,2011.0,2645.0792861315,3579.46442452684,108.03186035,105.356047789822,5.3560477898215,37.9,Decreasing
Indonesia,2012.0,2728.13458844491,3632.272540431,106.90163422,109.864759851215,4.27949999641975,37.1,Decreasing
Indonesia,2013.0,2691.45637447959,3566.60284506078,103.37931824,116.909852190406,6.41251330156418,38.9,Decreasing
Indonesia,2014.0,2593.31164512136,3441.06808455308,103.05883789,124.386150032818,6.39492540819922,38.8,Decreasing
Indonesia,2015.0,2534.72294699095,3288.22269737572,97.16175842,132.300991429788,6.36312113115612,38.2,Decreasing
Indonesia,2016.0,2782.5246712864,3521.46943456251,107.52870941,136.965666608222,3.5258051568793,36.9,Decreasing
Indonesia,2017.0,2937.31758852975,3798.88326177649,111.51396179,142.182412273917,3.80879806953157,36.4,Decreasing
Indonesia,2018.0,2925.85969262413,3860.95353077708,111.91187286,146.729898360527,3.1983464156241,36.3,Decreasing
Indonesia,2019.0,3080.80722543722,4106.94856173421,119.4984436,151.176675071352,3.03058664969487,35.4,Decreasing
Indonesia,2020.0,2933.53350888507,3853.70288778903,133.25634766,154.080730631506,1.9209680056685,35.3,Decreasing
Indonesia,2021.0,3189.24304681592,4287.17313989405,160.64176941,156.484590188327,1.56012990525673,35.5,Decreasing
"Iran, Islamic Rep.",2009.0,4484.78159148822,5415.52280554144,364.43450928,90.8352971982194,13.5515548281506,42.1,Decreasing
"Iran, Islamic Rep.",2011.0,6665.12100804781,8025.68743364356,518.84020996,126.293385673861,26.2933856738608,34.7,Decreasing
"Iran, Islamic Rep.",2012.0,6645.30886434967,8114.08099831877,513.45483398,160.716937290151,27.2568127242908,34.4,Decreasing
"Iran, Islamic Rep.",2013.0,4917.12729892383,6222.74194840326,408.33044434,219.54421493168,36.6030355191029,34.0,Rising
"Iran, Islamic Rep.",2014.0,4502.34898413604,5672.06372896319,375.28466797,256.002941860307,16.6065532357449,34.8,Rising
"Iran, Islamic Rep.",2015.0,3932.2234085964,4952.73355532178,384.25985718,287.964093938751,12.4846815611533,35.3,Rising
"Iran, Islamic Rep.",2016.0,4427.61750375167,5477.03712389913,447.13925171,308.828317801683,7.24542548952979,35.9,Rising
"Iran, Islamic Rep.",2017.0,4532.12029295566,5753.11544659399,466.99432373,333.673322422363,8.04492437660278,36.7,Rising
"Iran, Islamic Rep.",2018.0,2766.46348579707,4631.78709016514,478.39190674,393.781629583152,18.0141183371874,37.4,Rising
"Iran, Islamic Rep.",2019.0,2449.49485676075,3831.27894763337,378.47418213,550.929425291206,39.9073455697784,36.5,Rising
"Iran, Islamic Rep.",2020.0,2072.10124239802,2988.78122414716,338.24972534,719.481539670071,30.5941390387295,35.8,Rising
"Iran, Islamic Rep.",2021.0,2981.34828975041,4334.79268631354,392.54144287,1031.65750196386,43.3890162681514,35.5,Rising
Iraq,2012.0,5002.74056996271,6477.59618450955,173.40316772,112.243807997863,6.08909641595043,29.5,Decreasing
Ireland,2009.0,36126.1394088193,52133.0909237885,5502.88769531,100.926901200758,-4.44754686876746,32.7,Normal
Ireland,2010.0,33922.9980826575,48679.4026820361,5133.45507813,100.0,-0.918388645376774,32.3,Normal
Ireland,2011.0,35191.6231310594,52692.7813135606,5545.76416016,102.548978302086,2.5489783020855,32.9,Normal
Ireland,2012.0,32552.7401406923,49411.7387476787,5210.36376953,104.286918053508,1.69474116680366,33.2,Normal
Ireland,2013.0,35850.3570549524,52619.2123745817,5313.70947266,104.82409943122,0.515099484900573,33.5,Normal
Ireland,2014.0,38740.0917008455,57278.2590911107,5316.26953125,105.024225826838,0.190916398713745,31.9,Normal
Ireland,2015.0,34222.8299161341,64311.8234684057,4575.94482422,104.676637876554,-0.330959783371788,31.8,Normal
Ireland,2016.0,35982.5777741577,64292.659966313,4726.31298828,104.697703812935,0.020124773596324,32.8,Normal
Ireland,2017.0,38093.9748162699,72499.3268743015,5010.25634766,105.07689066779,0.362173038229378,31.4,Normal
Ireland,2018.0,41648.3004490454,81248.3135388,5187.05761719,105.571940172741,0.471130713712916,30.6,Normal
Ireland,2019.0,42297.1479151765,82508.4659883582,5462.73095703,106.562039182642,0.937842961189274,30.8,Normal
Ireland,2020.0,39973.7402103014,87567.1148972037,6098.26660156,106.214451232357,-0.326183651280033,29.2,Normal
Ireland,2021.0,49607.1754153272,105561.137468992,6764.25878906,108.7002317253,2.34034113447044,30.1,Normal
Israel,2009.0,23010.0151762063,28381.6449423376,2036.0,97.3791662710093,3.35617818988106,42.6,Decreasing
Israel,2010.0,25869.4206803692,31338.5568903917,2240.0,100.0,2.69137006338376,42.6,Decreasing
Israel,2011.0,28664.6385944785,34433.822610733,2446.0,103.484949197607,3.48494919760703,41.4,Decreasing
Israel,2012.0,27194.7034534654,33236.5731239421,2410.0,105.22267590922,1.67920719398061,41.3,Decreasing
